"W1","W2","rel"
"mill","manufactory",2
"ointment","unction",2
"ointment","unguent",2
"unction","unguent",2
"firearm","piece",2
"region","part",2
"end","terminal",2
"floor","level",2
"floor","story",2
"level","story",2
"aspirin","bayer",2
"spear","shaft",2
"obstruction","impediment",2
"depository","deposit",2
"depository","depositary",2
"depository","repository",2
"deposit","depositary",2
"deposit","repository",2
"depositary","repository",2
"supporter","jock",2
"upright","vertical",2
"warhead","load",2
"submarine","sub",2
"accessory","appurtenance",2
"accessory","supplement",2
"appurtenance","supplement",2
"freeway","pike",2
"product","production",2
"book","volume",2
"horn","hooter",2
"handle","grip",2
"handle","handgrip",2
"handle","hold",2
"grip","handgrip",2
"handgrip","hold",2
"doorway","door",2
"doorway","threshold",2
"door","threshold",2
"scenery","scene",2
"excavator","digger",2
"excavator","shovel",2
"digger","shovel",2
"layer","bed",2
"brace","bracing",2
"sword","blade",2
"sword","brand",2
"sword","steel",2
"blade","brand",2
"blade","steel",2
"brand","steel",2
"yard","grounds",2
"racket","racquet",2
"car","railcar",2
"headdress","headgear",2
"accessory","accouterment",2
"bond","hamper",2
"resistor","resistance",2
"dress","frock",2
"plaything","toy",2
"sail","canvas",2
"sail","canvass",2
"sail","sheet",2
"canvas","sheet",2
"canvass","sheet",2
"stadium","bowl",2
"stadium","arena",2
"bowl","arena",2
"bandage","patch",2
"projectile","missile",2
"shop","store",2
"bark","barque",2
"carriage","equipage",2
"carriage","rig",2
"equipage","rig",2
"barroom","bar",2
"barroom","saloon",2
"bar","saloon",2
"formulation","preparation",2
"cleanser","cleaner",2
"boundary","bound",2
"side","face",2
"basket","hoop",2
"woodwind","wood",2
"carriage","pusher",2
"fortification","munition",2
"lumber","timber",2
"shot","pellet",2
"hat","chapeau",2
"hat","lid",2
"chapeau","lid",2
"cord","corduroy",2
"hospital","infirmary",2
"institution","asylum",2
"bedlam","madhouse",2
"bedlam","nuthouse",2
"madhouse","nuthouse",2
"can","tin",2
"poison","toxicant",2
"trousers","pant",2
"push","button",2
"racetrack","racecourse",2
"racetrack","raceway",2
"racetrack","track",2
"racecourse","raceway",2
"racecourse","track",2
"raceway","track",2
"clamp","clinch",2
"catch","stop",2
"car","auto",2
"car","automobile",2
"car","machine",2
"car","motorcar",2
"auto","automobile",2
"auto","machine",2
"auto","motorcar",2
"automobile","machine",2
"automobile","motorcar",2
"machine","motorcar",2
"placement","arrangement",2
"outfit","getup",2
"outfit","rig",2
"outfit","turnout",2
"getup","rig",2
"getup","turnout",2
"rig","turnout",2
"bicycle","bike",2
"bicycle","wheel",2
"bicycle","cycle",2
"bike","wheel",2
"bike","cycle",2
"wheel","cycle",2
"coffin","casket",2
"smack","thunder",2
"center","midpoint",2
"centre","midpoint",2
"undergarment","unmentionable",2
"bill","peak",2
"signboard","sign",2
"workshop","shop",2
"lab","laboratory",2
"cage","coop",2
"man","piece",2
"picture","image",2
"picture","ikon",2
"image","ikon",2
"blackboard","chalkboard",2
"blackjack","sap",2
"necktie","tie",2
"lotion","application",2
"detonator","cap",2
"room","way",2
"blimp","sausage",2
"screen","cover",2
"screen","concealment",2
"cover","concealment",2
"intersection","crossing",2
"section","segment",2
"boater","sailor",2
"place","property",2
"bob","bobber",2
"bob","cork",2
"bobber","cork",2
"sled","sledge",2
"sled","sleigh",2
"sledge","sleigh",2
"dose","dosage",2
"pill","tablet",2
"pill","tab",2
"tablet","tab",2
"shell","case",2
"lace","lacing",2
"top","cover",2
"bow","stem",2
"crease","flexure",2
"brace","suspender",2
"brace","gallus",2
"suspender","gallus",2
"tonic","restorative",2
"lining","liner",2
"memorial","monument",2
"brass","plaque",2
"base","stand",2
"block","closure",2
"block","occlusion",2
"block","stop",2
"closure","occlusion",2
"closure","stop",2
"occlusion","stop",2
"link","tie",2
"breeches","knickers",2
"rug","carpet",2
"rug","carpeting",2
"carpet","carpeting",2
"seal","stamp",2
"plug","stopper",2
"bunker","trap",2
"raincoat","waterproof",2
"loading","burden",2
"bus","heap",2
"saying","expression",2
"saying","locution",2
"expression","locution",2
"cafe","coffeehouse",2
"caftan","kaftan",2
"watercourse","waterway",2
"rack","stand",2
"wick","taper",2
"bucket","pail",2
"firecracker","cracker",2
"canvas","canvass",2
"capital","cap",2
"winch","windlass",2
"car","gondola",2
"hoop","ring",2
"inn","lodge",2
"sweater","jumper",2
"merchandise","ware",2
"merchandise","product",2
"ware","product",2
"cargo","load",2
"cargo","loading",2
"load","loading",2
"helicopter","chopper",2
"chime","bell",2
"carousel","whirligig",2
"kit","outfit",2
"mallet","beetle",2
"rule","ruler",2
"baggage","luggage",2
"bag","grip",2
"bag","suitcase",2
"grip","suitcase",2
"recess","niche",2
"alcove","bay",2
"carrell","cubicle",2
"carrell","stall",2
"cubicle","stall",2
"case","slip",2
"telescope","scope",2
"castle","rook",2
"caterpillar","cat",2
"memory","storage",2
"memory","store",2
"storage","store",2
"cell","cubicle",2
"basement","cellar",2
"telephone","phone",2
"contraceptive","preventive",2
"chain","string",2
"chain","strand",2
"string","strand",2
"chaise","shay",2
"string","twine",2
"pit","quarry",2
"candle","taper",2
"stove","range",2
"grave","tomb",2
"sepulcher","sepulchre",2
"skeleton","frame",2
"net","network",2
"net","mesh",2
"network","mesh",2
"sack","shift",2
"shift","slip",2
"sofa","couch",2
"chest","bureau",2
"chest","dresser",2
"bureau","dresser",2
"cape","mantle",2
"chloramphenicol","chloromycetin",2
"antipsychotic","neuroleptic",2
"locomotive","engine",2
"bait","decoy",2
"decoy","lure",2
"band","stripe",2
"butt","stub",2
"lighter","light",2
"lighter","igniter",2
"light","igniter",2
"ciprofloxacin","cipro",2
"clapper","tongue",2
"target","butt",2
"coupling","coupler",2
"radio","tuner",2
"hindrance","hinderance",2
"hindrance","hitch",2
"hindrance","preventive",2
"hindrance","interference",2
"hinderance","hitch",2
"hinderance","preventive",2
"hinderance","interference",2
"hitch","preventive",2
"hitch","interference",2
"preventive","interference",2
"clubhouse","club",2
"bag","handbag",2
"bag","pocketbook",2
"bag","purse",2
"handbag","pocketbook",2
"handbag","purse",2
"pocketbook","purse",2
"loft","attic",2
"stall","stand",2
"coke","blow",2
"coke","snow",2
"blow","snow",2
"cream","ointment",2
"rim","lip",2
"perfume","essence",2
"hallway","hall",2
"condom","rubber",2
"condom","safety",2
"rubber","safety",2
"booth","cubicle",2
"booth","stall",2
"heater","warmer",2
"fireplace","hearth",2
"cooler","tank",2
"step","stair",2
"opening","gap",2
"ground","priming",2
"board","card",2
"crack","tornado",2
"cracker","snapper",2
"grapnel","grappler",2
"quilt","comfort",2
"quilt","puff",2
"comfort","puff",2
"buffet","counter",2
"buffet","sideboard",2
"counter","sideboard",2
"crib","cot",2
"mark","print",2
"peak","apex",2
"crown","crest",2
"crown","jacket",2
"crown","cap",2
"jacket","cap",2
"jewel","gem",2
"ball","globe",2
"cigarette","butt",2
"girdle","sash",2
"pavement","paving",2
"cursor","pointer",2
"depression","impression",2
"depression","imprint",2
"impression","imprint",2
"groove","channel",2
"course","row",2
"board","panel",2
"dashboard","fascia",2
"blind","screen",2
"thread","yarn",2
"sketch","study",2
"fuse","fuze",2
"fuse","priming",2
"fuze","priming",2
"deuce","two",2
"diaper","napkin",2
"package","parcel",2
"coach","carriage",2
"anticonvulsant","antiepileptic",2
"dagger","sticker",2
"discus","saucer",2
"sleeve","arm",2
"draw","lot",2
"topper","beaver",2
"dresser","vanity",2
"drift","heading",2
"drift","gallery",2
"heading","gallery",2
"drive","parkway",2
"driveway","drive",2
"curtain","drapery",2
"curtain","mantle",2
"curtain","pall",2
"drapery","mantle",2
"drapery","pall",2
"mantle","pall",2
"elevator","lift",2
"bullet","slug",2
"cable","line",2
"frypan","skillet",2
"ring","band",2
"enlargement","blowup",2
"envelope","gasbag",2
"gear","train",2
"duplicator","copier",2
"blade","vane",2
"path","route",2
"path","itinerary",2
"route","itinerary",2
"guard","safety",2
"finder","viewfinder",2
"base","bag",2
"flannel","white",2
"flipper","fin",2
"display","presentation",2
"flood","floodlight",2
"collection","accumulation",2
"collection","assemblage",2
"aggregation","accumulation",2
"aggregation","assemblage",2
"accumulation","assemblage",2
"governor","regulator",2
"toilet","pot",2
"toilet","stool",2
"toilet","throne",2
"can","pot",2
"can","stool",2
"can","throne",2
"pot","stool",2
"pot","throne",2
"stool","throne",2
"frill","nonsense",2
"foliation","foliage",2
"bathtub","tub",2
"footlocker","locker",2
"forge","smithy",2
"mold","cast",2
"flow","flowing",2
"fountain","jet",2
"bunker","dugout",2
"furnishing","trappings",2
"furosemide","lasix",2
"match","lucifer",2
"sheet","tack",2
"gem","treasure",2
"tender","cutter",2
"cabinet","locker",2
"block","cube",2
"idol","god",2
"crossing","crossover",2
"hook","claw",2
"grocery","market",2
"grocery","foodstuff",2
"form","pattern",2
"shape","pattern",2
"ground","earth",2
"gymnasium","gym",2
"sportswear","activewear",2
"cab","hack",2
"cab","taxi",2
"hack","taxi",2
"cover","back",2
"portrait","portrayal",2
"dormitory","dorm",2
"dormitory","hall",2
"dorm","hall",2
"hammer","cock",2
"hammock","sack",2
"halter","hemp",2
"shoulder","berm",2
"spear","gig",2
"haven","oasis",2
"toilet","can",2
"toilet","john",2
"toilet","bathroom",2
"can","john",2
"can","bathroom",2
"john","bathroom",2
"header","cope",2
"hearth","fireside",2
"carbohydrate","saccharide",2
"carbohydrate","sugar",2
"saccharide","sugar",2
"hideaway","retreat",2
"home","plate",2
"cabaret","club",2
"hookup","assemblage",2
"horseshoe","shoe",2
"top","whirligig",2
"hydrofoil","hydroplane",2
"hydrofoil","foil",2
"hut","hutch",2
"hut","shack",2
"hutch","shack",2
"net","profit",2
"net","earnings",2
"profit","earnings",2
"store","stock",2
"store","fund",2
"stock","fund",2
"infrastructure","base",2
"constitution","composition",2
"constitution","makeup",2
"composition","makeup",2
"internet","net",2
"diaphragm","stop",2
"jack","knave",2
"jag","dag",2
"transmitter","sender",2
"joint","stick",2
"voodoo","fetish",2
"jumper","pinafore",2
"jet","green",2
"kat","cat",2
"checker","chequer",2
"backpack","knapsack",2
"knight","horse",2
"knit","knitting",2
"knit","plain",2
"knocker","rapper",2
"maze","labyrinth",2
"gap","crack",2
"lap","overlap",2
"lash","thong",2
"slat","spline",2
"laundry","wash",2
"court","tribunal",2
"court","judicature",2
"tribunal","judicature",2
"lead","leading",2
"campanile","belfry",2
"pier","dock",2
"dress","clothes",2
"berth","bunk",2
"record","disk",2
"record","disc",2
"trunk","boot",2
"mallet","hammer",2
"manikin","form",2
"mansion","manse",2
"mansion","hall",2
"mansion","residence",2
"manse","hall",2
"manse","residence",2
"hall","residence",2
"match","mate",2
"maul","sledge",2
"maul","sledgehammer",2
"sledge","sledgehammer",2
"menagerie","zoo",2
"chalk","glass",2
"chalk","ice",2
"chalk","trash",2
"glass","ice",2
"glass","trash",2
"ice","trash",2
"tube","subway",2
"bus","coach",2
"mold","molding",2
"mold","moulding",2
"molding","border",2
"moulding","border",2
"motorcycle","bike",2
"motif","motive",2
"mound","hill",2
"naproxen","naprosyn",2
"anteroom","antechamber",2
"anteroom","hall",2
"anteroom","lobby",2
"antechamber","hall",2
"antechamber","lobby",2
"hall","lobby",2
"doorbell","bell",2
"nightgown","gown",2
"node","client",2
"node","guest",2
"client","guest",2
"standard","banner",2
"exit","issue",2
"exit","outlet",2
"issue","outlet",2
"overload","overburden",2
"partisan","partizan",2
"mount","setting",2
"click","dog",2
"peg","leg",2
"penitentiary","pen",2
"flashlight","torch",2
"piece","part",2
"pile","nap",2
"pin","flag",2
"clip","magazine",2
"rag","tag",2
"piston","plunger",2
"breastplate","aegis",2
"plaza","mall",2
"plaza","center",2
"mall","center",2
"poker","salamander",2
"resin","rosin",2
"pot","grass",2
"pot","dope",2
"pot","weed",2
"pot","gage",2
"pot","smoke",2
"pot","skunk",2
"grass","dope",2
"grass","weed",2
"grass","gage",2
"grass","smoke",2
"grass","skunk",2
"dope","weed",2
"dope","gage",2
"dope","smoke",2
"dope","skunk",2
"weed","gage",2
"weed","smoke",2
"weed","skunk",2
"gage","smoke",2
"gage","skunk",2
"smoke","skunk",2
"flavoring","flavouring",2
"flavoring","seasoning",2
"flavouring","seasoning",2
"proscenium","apron",2
"rope","roach",2
"rope","circle",2
"roach","circle",2
"raceway","race",2
"rack","wheel",2
"foundation","foot",2
"base","foot",2
"raft","mat",2
"ranch","spread",2
"recliner","lounger",2
"release","button",2
"repository","monument",2
"rocker","cradle",2
"rouge","paint",2
"rung","round",2
"counterbalance","balance",2
"scaffolding","staging",2
"dish","saucer",2
"horn","trumpet",2
"server","host",2
"shank","waist",2
"shank","stem",2
"marker","marking",2
"marker","mark",2
"marking","mark",2
"suds","lather",2
"pile","stilt",2
"wagon","waggon",2
"shore","shoring",2
"shuttlecock","bird",2
"shuttlecock","shuttle",2
"bird","shuttle",2
"sidewalk","pavement",2
"siding","turnout",2
"beehive","hive",2
"foil","transparency",2
"vent","blowhole",2
"snapshot","snap",2
"snapshot","shot",2
"snap","shot",2
"gin","noose",2
"soap","scoop",2
"rear","back",2
"quarter","tail",2
"stick","joystick",2
"stock","inventory",2
"subject","content",2
"cake","bar",2
"tachometer","tach",2
"peg","nog",2
"synagogue","temple",2
"terminus","term",2
"track","rail",2
"track","runway",2
"rail","runway",2
"tie","sleeper",2
"foothold","footing",2
"tormentor","teaser",2
"trave","traverse",2
"sawhorse","horse",2
"sawhorse","buck",2
